,Unnamed: 0,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,Replicates,Reference,Comment,try_Snippet,Source,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
17910,32964,236,Chinese Traits,Mahonia japonica,35074,Mahonia japonica,1671989,11544355,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Berberis japonica,Berberis japonica,106792-1,106792-1,Species
17958,33026,236,Chinese Traits,Photinia davidsoniae,250289,Photinia bodinieri,1671991,11544631,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Stranvaesia bodinieri,Stranvaesia bodinieri,77210425-1,77210425-1,Species
18108,33218,236,Chinese Traits,Zanthoxylum echinocarpum,101576,Zanthoxylum echinocarpum,1672002,11545668,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2505,Stem thorny,Thorns,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem thorny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Zanthoxylum echinocarpum,Zanthoxylum echinocarpum,775706-1,775706-1,Species
18151,33275,236,Chinese Traits,Asparagus brachyphyllus,5532,Asparagus brachyphyllus,1672006,11546001,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2486,Leaf Spines: terminal,Leaf Spines: terminal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: terminal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Asparagus brachyphyllus,Asparagus brachyphyllus,531023-1,531023-1,Species
18155,33279,236,Chinese Traits,Asparagus brachyphyllus,5532,Asparagus brachyphyllus,1672006,11546019,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Asparagus brachyphyllus,Asparagus brachyphyllus,531023-1,531023-1,Species
18318,33491,236,Chinese Traits,Quercus baronii,95191,Quercus baronii,1672020,11547232,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Quercus baronii,Quercus baronii,295845-1,295845-1,Species
18342,33522,236,Chinese Traits,Quercus chenii,45344,Quercus chenii,1672021,11547370,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Quercus chenii,Quercus chenii,359487-1,359487-1,Species
18366,33553,236,Chinese Traits,Rhus chinensis,46303,Rhus chinensis,1672023,11547546,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Rhus chinensis,Rhus chinensis,70452-1,70452-1,Species
18390,33584,236,Chinese Traits,Vitis bryoniifolia,101092,Vitis bryoniifolia,1672028,11547835,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Vitis bryoniifolia,Vitis bryoniifolia,68594-1,68594-1,Species
18605,33862,236,Chinese Traits,Rubus xanthocarpus,96316,Rubus xanthocarpus,1672039,11549148,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2484,Leaf Spines: midrib/veins,Leaf Spines: midrib/veins,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: midrib/veins:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Rubus xanthocarpus,Rubus xanthocarpus,741293-1,741293-1,Species
18612,33869,236,Chinese Traits,Rubus xanthocarpus,96316,Rubus xanthocarpus,1672039,11549169,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2505,Stem thorny,Thorns,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem thorny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Rubus xanthocarpus,Rubus xanthocarpus,741293-1,741293-1,Species
18896,34244,236,Chinese Traits,Corispermum chinganicum,14527,Corispermum chinganicum,1672057,11550837,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Corispermum chinganicum,Corispermum chinganicum,165370-1,165370-1,Species
18897,34245,236,Chinese Traits,Corispermum chinganicum,14527,Corispermum chinganicum,1672057,11550838,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2483,Leaf Spines: lower,Leaf Spines: lower,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: lower:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Corispermum chinganicum,Corispermum chinganicum,165370-1,165370-1,Species
18983,34359,236,Chinese Traits,Sympegma regelii,52497,Sympegma regelii,1672067,11551441,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2506,Other spines/thorns,Other spins/thorns,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Other spines/thorns:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Sympegma regelii,Sympegma regelii,167596-1,167596-1,Species
19007,34390,236,Chinese Traits,Tribulus terrestris,54718,Tribulus terrestris,1672068,11551558,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2506,Other spines/thorns,Other spins/thorns,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Other spines/thorns:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Tribulus terrestris,Tribulus terrestris,873489-1,873489-1,Species
19117,34535,236,Chinese Traits,Serratula marginata,97573,Serratula marginata,1672079,11552315,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Klasea marginata,Klasea marginata,227329-1,227329-1,Species
19118,34536,236,Chinese Traits,Serratula marginata,97573,Serratula marginata,1672079,11552316,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2483,Leaf Spines: lower,Leaf Spines: lower,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: lower:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Klasea marginata,Klasea marginata,227329-1,227329-1,Species
19258,34725,236,Chinese Traits,Agriophyllum arenarium,1822,Agriophyllum squarrosum,1672101,11553492,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Corispermum squarrosum,Corispermum squarrosum,165456-1,165456-1,Species
19259,34726,236,Chinese Traits,Agriophyllum arenarium,1822,Agriophyllum squarrosum,1672101,11553493,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2483,Leaf Spines: lower,Leaf Spines: lower,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: lower:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Corispermum squarrosum,Corispermum squarrosum,165456-1,165456-1,Species
19266,34733,236,Chinese Traits,Agriophyllum arenarium,1822,Agriophyllum squarrosum,1672101,11553515,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Corispermum squarrosum,Corispermum squarrosum,165456-1,165456-1,Species
19384,34900,236,Chinese Traits,Salsola sp.,259064,Salsola,1672109,11554205,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Salsola,,,30012872-2,Genus
19385,34901,236,Chinese Traits,Salsola sp.,259064,Salsola,1672109,11554206,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2483,Leaf Spines: lower,Leaf Spines: lower,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: lower:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Salsola,,,30012872-2,Genus
19480,35024,236,Chinese Traits,Carlina biebersteinii,10747,Carlina biebersteinii,1672117,11554767,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Carlina biebersteinii,Carlina biebersteinii,189225-1,189225-1,Species
19481,35025,236,Chinese Traits,Carlina biebersteinii,10747,Carlina biebersteinii,1672117,11554768,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2483,Leaf Spines: lower,Leaf Spines: lower,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: lower:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Carlina biebersteinii,Carlina biebersteinii,189225-1,189225-1,Species
19576,35148,236,Chinese Traits,Echinops sp.,222509,Echinops,1672123,11555286,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Echinops,,,8731-1,Genus
19577,35149,236,Chinese Traits,Echinops sp.,222509,Echinops,1672123,11555287,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2483,Leaf Spines: lower,Leaf Spines: lower,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: lower:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Echinops,,,8731-1,Genus
19976,35674,236,Chinese Traits,Ceratocarpus arenarius,11814,Ceratocarpus arenarius,1672172,11558215,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2506,Other spines/thorns,Other spins/thorns,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Other spines/thorns:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Ceratocarpus arenarius,Ceratocarpus arenarius,164656-1,164656-1,Species
20042,35761,236,Chinese Traits,Nanophyton erinaceum,37730,Nanophyton erinaceum,1672183,11558799,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2486,Leaf Spines: terminal,Leaf Spines: terminal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: terminal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Nanophyton erinaceum,Nanophyton erinaceum,166172-1,166172-1,Species
20215,35990,236,Chinese Traits,Caragana microphylla,10248,Caragana microphylla,1672261,11561819,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2486,Leaf Spines: terminal,Leaf Spines: terminal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: terminal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
20259,36048,236,Chinese Traits,Urtica cannabina,55596,Urtica cannabina,1672265,11562131,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2482,Leaf spines: upper,Leaf spines: upper,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf spines: upper:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Urtica cannabina,Urtica cannabina,857465-1,857465-1,Species
20267,36056,236,Chinese Traits,Urtica cannabina,55596,Urtica cannabina,1672265,11562153,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Urtica cannabina,Urtica cannabina,857465-1,857465-1,Species
20317,36120,236,Chinese Traits,Tribulus terrestris,54718,Tribulus terrestris,1672272,11562493,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2506,Other spines/thorns,Other spins/thorns,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Other spines/thorns:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Tribulus terrestris,Tribulus terrestris,873489-1,873489-1,Species
20450,36295,236,Chinese Traits,Berberis sp.,208716,Berberis,1672300,11563813,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",2485,Leaf Spines: marginal,Leaf Spines: marginal,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Leaf Spines: marginal:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Berberis,,,328526-2,Genus
20455,36300,236,Chinese Traits,Berberis sp.,208716,Berberis,1672300,11563833,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Berberis,,,328526-2,Genus
20503,36362,236,Chinese Traits,Rosa sp.,257867,Rosa,1672302,11564088,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Rosa,,,30002432-2,Genus
20527,36393,236,Chinese Traits,Alhagi sparsifolia,65399,Alhagi sparsifolia,1672303,11564205,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",,,,,
20575,36455,236,Chinese Traits,Lycium ruthenicum,34565,Lycium ruthenicum,1672306,11564491,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spiny,yes,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180",,Stem spiny:yes,"TRY (Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180)",Lycium ruthenicum,Lycium ruthenicum,816609-1,816609-1,Species
26846,50802,319,Plant Traits from Fynbos Forests in the Cape Region,Asparagus aethiopicus,5527,Asparagus aethiopicus,2472603,20165485,1255.0,"Shoot emergences (pubescence, hairs, spines, thorns)",1485,Spinescence / thorniness,Spinescence_yes,yes,,,,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331340 DOI:10.1016/j.ppees.2014.08.002",,Spinescence / thorniness:yes,"TRY (Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331340 DOI:10.1016/j.ppees.2014.08.002)",Asparagus aethiopicus,Asparagus aethiopicus,530994-1,530994-1,Species
26847,50808,319,Plant Traits from Fynbos Forests in the Cape Region,Asparagus sp,204825,Asparagus,2472607,20165562,1255.0,"Shoot emergences (pubescence, hairs, spines, thorns)",1485,Spinescence / thorniness,Spinescence_yes,yes,,,,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331340 DOI:10.1016/j.ppees.2014.08.002",,Spinescence / thorniness:yes,"TRY (Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331340 DOI:10.1016/j.ppees.2014.08.002)",Asparagus,,,30275681-2,Genus
